,Book Title,Author,Rating,Pages,Description,Links,from list
91,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,Richard Dawkins,4.08,466,"***30th Anniversary Edition*** Cover note: Each copy of the anniversary edition of The Blind Watchmaker features a unique biomorph. No two covers are exactly alike.Acclaimed as the most influential work on evolution written in the last hundred years, The Blind Watchmaker offers an inspiring and accessible introduction to one of the most important scientific discoveries of all time. A brilliant and controversial book which demonstrates that evolution by natural selection - the unconscious, automatic, blind yet essentially non-random process discovered by Darwin - is the only answer to the biggest question of all: why do we exist?",https://www.goodreads.com/book/show/117047.The_Blind_Watchmaker,Science
92,Astrophysics for People in a Hurry,Neil deGrasse Tyson,4.08,208,"What is the nature of space and time? How do we fit within the universe? How does the universe fit within us? There’s no better guide through these mind-expanding questions than acclaimed astrophysicist and best-selling author Neil deGrasse Tyson.But today, few of us have time to contemplate the cosmos. So Tyson brings the universe down to Earth succinctly and clearly, with sparkling wit, in tasty chapters consumable anytime and anywhere in your busy day.",https://www.goodreads.com/book/show/32191710-astrophysics-for-people-in-a-hurry,Science
93,The Red Pyramid,Rick Riordan,4.08,516,"Since his mother's death six years ago, Carter Kane has been living out of a suitcase, traveling the globe with his father, the brilliant Egyptologist, Dr. Julius Kane. But while Carter's been homeschooled, his younger sister, Sadie, has been living with their grandparents in London. Sadie has just what Carter wants—school friends and a chance at a ""normal"" life. But Carter has just what Sadie longs for—time with their father. After six years of living apart, the siblings have almost nothing in common. Until now.On Christmas Eve, Sadie and Carter are reunited when their father brings them to the British Museum, with a promise that he's going to ""make things right."" But all does not go according to plan: Carter and Sadie watch as Julius summons a mysterious figure, who quickly banishes their father and causes a fiery explosion.Soon Carter and Sadie discover that the gods of Ancient Egypt are waking, and the worst of them—Set—has a frightening scheme. To save their father, they must embark on a dangerous journey—a quest that brings them ever closer to the truth about their family and its links to the House of Life, a secret order that has existed since the time of the pharaohs.",https://www.goodreads.com/book/show/7090447-the-red-pyramid,adventure
94,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.08,275,"Selected by the Modern Library as one of the 100 best novels of all time, Slaughterhouse-Five, an American classic, is one of the world's great antiwar books. Centering on the infamous firebombing of Dresden, Billy Pilgrim's odyssey through time reflects the mythic journey of our own fractured lives as we search for meaning in what we fear most.",https://www.goodreads.com/book/show/4981.Slaughterhouse_Five,must read books
95,The Three Musketeers,Alexandre Dumas,4.07,625,"Alexandre Dumas’s most famous tale— and possibly the most famous historical novel of all time— in a handsome hardcover volume.This swashbuckling epic of chivalry, honor, and derring-do, set in France during the 1620s, is richly populated with romantic heroes, unattainable heroines, kings, queens, cavaliers, and criminals in a whirl of adventure, espionage, conspiracy, murder, vengeance, love, scandal, and suspense. Dumas transforms minor historical figures into larger- than-life characters: the Comte d’Artagnan, an impetuous young man in pursuit of glory; the beguilingly evil seductress “Milady”; the powerful and devious Cardinal Richelieu; the weak King Louis XIII and his unhappy queen—and, of course, the three musketeers themselves, Athos, Porthos, and Aramis, whose motto “all for one, one for all” has come to epitomize devoted friendship. With a plot that delivers stolen diamonds, masked balls, purloined letters, and, of course, great bouts of swordplay, The Three Musketeers is eternally entertaining.",https://www.goodreads.com/book/show/7190.The_Three_Musketeers,adventure
96,Tractatus Logico-Philosophicus,Ludwig Wittgenstein,4.07,142,"Perhaps the most important work of philosophy written in the twentieth century, Tractatus Logico-Philosophicus was the only philosophical work that Ludwig Wittgenstein published during his life. Written in short, carefully numbered paragraphs of extreme brilliance, it captured the imagination of a generation of philosophers. For Wittgenstein, logic was something we use to conquer a reality which is in itself both elusive and unobtainable. He famously summarized the book in the following words: 'What can be said at all can be said clearly; and what we cannot talk about we must pass over in silence.' David Pears and Brian McGuinness received the highest praise for their meticulous translation. The work is prefaced by Bertrand Russell's original introduction to the first English edition.",https://www.goodreads.com/book/show/12075.Tractatus_Logico_Philosophicus,Philosophy
97,Graceling,Kristin Cashore,4.07,471,"Katsa has been able to kill a man with her bare hands since she was eight—she’s a Graceling, one of the rare people in her land born with an extreme skill. As niece of the king, she should be able to live a life of privilege, but Graced as she is with killing, she is forced to work as the king’s thug. She never expects to fall in love with beautiful Prince Po. She never expects to learn the truth behind her Grace—or the terrible secret that lies hidden far away . . . a secret that could destroy all seven kingdoms with words alone. With elegant, evocative prose and a cast of unforgettable characters, debut author Kristin Cashore creates a mesmerizing world, a death-defying adventure, and a heart-racing romance that will consume you, hold you captive, and leave you wanting more.",https://www.goodreads.com/book/show/3236307-graceling,adventure
98,The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.07,370,"Her name was Henrietta Lacks, but scientists know her as HeLa. She was a poor Southern tobacco farmer who worked the same land as her enslaved ancestors, yet her cells—taken without her knowledge—became one of the most important tools in medicine. The first “immortal” human cells grown in culture, they are still alive today, though she has been dead for more than sixty years. If you could pile all HeLa cells ever grown onto a scale, they’d weigh more than 50 million metric tons—as much as a hundred Empire State Buildings. HeLa cells were vital for developing the polio vaccine; uncovered secrets of cancer, viruses, and the atom bomb’s effects; helped lead to important advances like in vitro fertilization, cloning, and gene mapping; and have been bought and sold by the billions.Yet Henrietta Lacks remains virtually unknown, buried in an unmarked grave.Now Rebecca Skloot takes us on an extraordinary journey, from the “colored” ward of Johns Hopkins Hospital in the 1950s to stark white laboratories with freezers full of HeLa cells; from Henrietta’s small, dying hometown of Clover, Virginia — a land of wooden quarters for enslaved people, faith healings, and voodoo — to East Baltimore today, where her children and grandchildren live and struggle with the legacy of her cells.Henrietta’s family did not learn of her “immortality” until more than twenty years after her death, when scientists investigating HeLa began using her husband and children in research without informed consent. And though the cells had launched a multimillion-dollar industry that sells human biological materials, her family never saw any of the profits. As Rebecca Skloot so brilliantly shows, the story of the Lacks family — past and present — is inextricably connected to the history of experimentation on African Americans, the birth of bioethics, and the legal battles over whether we control the stuff we are made of.Over the decade it took to uncover this story, Rebecca became enmeshed in the lives of the Lacks family—especially Henrietta’s daughter Deborah, who was devastated to learn about her mother’s cells. She was consumed with questions: Had scientists cloned her mother? Did it hurt her when researchers infected her cells with viruses and shot them into space? What happened to her sister, Elsie, who died in a mental institution at the age of fifteen? And if her mother was so important to medicine, why couldn’t her children afford health insurance?Intimate in feeling, astonishing in scope, and impossible to put down, The Immortal Life of Henrietta Lacks captures the beauty and drama of scientific discovery, as well as its human consequences.",https://www.goodreads.com/book/show/6493208-the-immortal-life-of-henrietta-lacks,Science
99,Physics of the Impossible,Michio Kaku,4.07,329,"A fascinating exploration of the science of the impossible—from death rays and force fields to invisibility cloaks—revealing to what extent such technologies might be achievable decades or millennia into the future.One hundred years ago, scientists would have said that lasers, televisions, and the atomic bomb were beyond the realm of physical possibility. In Physics of the Impossible, the renowned physicist Michio Kaku explores to what extent the technologies and devices of science fiction that are deemed equally impossible today might well become commonplace in the future.From teleportation to telekinesis, Kaku uses the world of science fiction to explore the fundamentals—and the limits—of the laws of physics as we know them today. He ranks the impossible technologies by categories—Class I, II, and III, depending on when they might be achieved, within the next century, millennia, or perhaps never. In a compelling and thought-provoking narrative, he explains:· How the science of optics and electromagnetism may one day enable us to bend light around an object, like a stream flowing around a boulder, making the object invisible to observers “downstream”· How ramjet rockets, laser sails, antimatter engines, and nanorockets may one day take us to the nearby stars· How telepathy and psychokinesis, once considered pseudoscience, may one day be possible using advances in MRI, computers, superconductivity, and nanotechnology· Why a time machine is apparently consistent with the known laws of quantum physics, although it would take an unbelievably advanced civilization to actually build oneKaku uses his discussion of each technology as a jumping-off point to explain the science behind it. An extraordinary scientific adventure, Physics of the Impossible takes readers on an unforgettable, mesmerizing journey into the world of science that both enlightens and entertains.",https://www.goodreads.com/book/show/1168341.Physics_of_the_Impossible,Science
100,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,4.07,464,"The international bestseller that inspired a major Nova special and sparked a new understanding of the universe, now with a new preface and epilogue.Brian Greene, one of the world's leading string theorists, peels away layers of mystery to reveal a universe that consists of eleven dimensions, where the fabric of space tears and repairs itself, and all matter—from the smallest quarks to the most gargantuan supernovas—is generated by the vibrations of microscopically tiny loops of energy. The Elegant Universe makes some of the most sophisticated concepts ever contemplated accessible and thoroughly entertaining, bringing us closer than ever to understanding how the universe works.",https://www.goodreads.com/book/show/8049273-the-elegant-universe,Science
101,Ethics,Baruch Spinoza,4.06,186,"Published shortly after his death, the Ethics is undoubtedly Spinoza's greatest work - an elegant, fully cohesive cosmology derived from first principles, providing a coherent picture of reality, and a guide to the meaning of an ethical life. Following a logical step-by-step format, it defines in turn the nature of God, the mind, the emotions, human bondage to the emotions, and the power of understanding - moving from a consideration of the eternal, to speculate upon humanity's place in the natural order, the nature of freedom and the path to attainable happiness. A powerful work of elegant simplicity, the Ethics is a brilliantly insightful consideration of the possibility of redemption through intense thought and philosophical reflection. The Ethics is presented in the standard translation of the work by Edwin Curley. This edition also includes an introduction by Stuart Hampshire, outlining Spinoza's philosophy and placing it in context.",https://www.goodreads.com/book/show/205218.Ethics,Philosophy
102,The Symposium,Plato,4.06,90,"A fascinating discussion on sex, gender, and human instincts, as relevant today as ever.In the course of a lively drinking party, a group of Athenian intellectuals exchange views on eros, or desire. From their conversation emerges a series of subtle reflections on gender roles, sex in society and the sublimation of basic human instincts. The discussion culminates in a radical challenge to conventional views by Plato's mentor, Socrates, who advocates transcendence through spiritual love. The Symposium is a deft interweaving of different viewpoints and ideas about the nature of love--as a response to beauty, a cosmic force, a motive for social action and as a means of ethical education.For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",https://www.goodreads.com/book/show/81779.The_Symposium,Philosophy
103,Bad Science,Ben Goldacre,4.06,338,"Full of spleen, this is a hilarious, invigorating and informative journey through the world of Bad Science. When Dr Ben Goldacre saw someone on daytime TV dipping her feet in an 'Aqua Detox' footbath, releasing her toxins into the water, turning it brown, he thought he'd try the same at home. 'Like some kind of Johnny Ball cum Witchfinder General', using his girlfriend's Barbie doll, he gently passed an electrical current through the warm salt water. It turned brown. In his words: 'before my very eyes, the world's first Detox Barbie was sat, with her feet in a pool of brown sludge, purged of a weekend's immorality.' Dr Ben Goldacre is the author of the Bad Science column in the Guardian. His book is about all the 'bad science' we are constantly bombarded with in the media and in advertising. At a time when science is used to prove everything and nothing, everyone has their own 'bad science' moments from the useless pie-chart on the back of cereal packets to the use of the word 'visibly' in cosmetics ads.",https://www.goodreads.com/book/show/3272165-bad-science,Science
104,Thus Spoke Zarathustra,Friedrich Nietzsche,4.05,327,"Thus Spoke Zarathustra is a foundational work of Western literature and is widely considered to be Friedrich Nietzsche’s masterpiece. It includes the German philosopher’s famous discussion of the phrase ‘God is dead’ as well as his concept of the Superman. Nietzsche delineates his Will to Power theory and devotes pages to critiquing Christian thinking, in particular Christianity’s definition of good and evil.",https://www.goodreads.com/book/show/51893.Thus_Spoke_Zarathustra,Philosophy
105,Stiff: The Curious Lives of Human Cadavers,Mary Roach,4.05,303,"Stiff is an oddly compelling, often hilarious exploration of the strange lives of our bodies postmortem. For two thousand years, cadavers—some willingly, some unwittingly—have been involved in science's boldest strides and weirdest undertakings. In this fascinating account, Mary Roach visits the good deeds of cadavers over the centuries and tells the engrossing story of our bodies when we are no longer with them.",https://www.goodreads.com/book/show/32145.Stiff,Science
106,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,4.05,243,"If a man has lost a leg or an eye, he knows he has lost a leg or an eye; but if he has lost a self—himself—he cannot know it, because he is no longer there to know it. Dr. Oliver Sacks recounts the stories of patients struggling to adapt to often bizarre worlds of neurological disorder. Here are people who can no longer recognize everyday objects or those they love; who are stricken with violent tics or shout involuntary obscenities; who have been dismissed as autistic or retarded, yet are gifted with uncanny artistic or mathematical talents. If inconceivably strange, these brilliant tales illuminate what it means to be human.",https://www.goodreads.com/book/show/63697.The_Man_Who_Mistook_His_Wife_for_a_Hat_and_Other_Clinical_Tales,Science
107,Mockingjay,Suzanne Collins,4.05,398,"My name is Katniss Everdeen.Why am I not dead?I should be dead.Katniss Everdeen, girl on fire, has survived, even though her home has been destroyed. Gale has escaped. Katniss's family is safe. Peeta has been captured by the Capitol. District 13 really does exist. There are rebels. There are new leaders. A revolution is unfolding.It is by design that Katniss was rescued from the arena in the cruel and haunting Quarter Quell, and it is by design that she has long been part of the revolution without knowing it. District 13 has come out of the shadows and is plotting to overthrow the Capitol. Everyone, it seems, has had a hand in the carefully laid plans—except Katniss.The success of the rebellion hinges on Katniss's willingness to be a pawn, to accept responsibility for countless lives, and to change the course of the future of Panem. To do this, she must put aside her feelings of anger and distrust. She must become the rebels' Mockingjay—no matter what the personal cost.",https://www.goodreads.com/book/show/7260188-mockingjay,must read books
108,Genome: the Autobiography of a Species in 23 Chapters,Matt Ridley,4.04,344,Nil,https://www.goodreads.com/book/show/4591.Genome,Science
109,Siddhartha,Hermann Hesse,4.04,152,"Herman Hesse's classic novel has delighted, inspired, and influenced generations of readers, writers, and thinkers. In this story of a wealthy Indian Brahmin who casts off a life of privilege to seek spiritual fulfillment. Hesse synthesizes disparate philosophies--Eastern religions, Jungian archetypes, Western individualism--into a unique vision of life as expressed through one man's search for true meaning.",https://www.goodreads.com/book/show/52036.Siddhartha,Philosophy
110,The Grand Design,Stephen Hawking,4.04,199,"THE FIRST MAJOR WORK IN NEARLY A DECADE BY ONE OF THE WORLD’S GREAT THINKERS—A MARVELOUSLY CONCISE BOOK WITH NEW ANSWERS TO THE ULTIMATE QUESTIONS OF LIFE When and how did the universe begin? Why are we here? Why is there something rather than nothing? What is the nature of reality? Why are the laws of nature so finely tuned as to allow for the existence of beings like ourselves? And, finally, is the apparent “grand design” of our universe evidence of a benevolent creator who set things in motion—or does science offer another explanation? The most fundamental questions about the origins of the universe and of life itself, once the province of philosophy, now occupy the territory where scientists, philosophers, and theologians meet—if only to disagree. In their new book, Stephen Hawking and Leonard Mlodinow present the most recent scientific thinking about the mysteries of the universe, in nontechnical language marked by both brilliance and simplicity. In The Grand Design they explain that according to quantum theory, the cosmos does not have just a single existence or history, but rather that every possible history of the universe exists simultaneously. When applied to the universe as a whole, this idea calls into question the very notion of cause and effect. But the “top-down” approach to cosmology that Hawking and Mlodinow describe would say that the fact that the past takes no definite form means that we create history by observing it, rather than that history creates us. The authors further explain that we ourselves are the product of quantum fluctuations in the very early universe, and show how quantum theory predicts the “multiverse”—the idea that ours is just one of many universes that appeared spontaneously out of nothing, each with different laws of nature.Along the way Hawking and Mlodinow question the conventional concept of reality, posing a “model-dependent” theory of reality as the best we can hope to find. And they conclude with a riveting assessment of M-theory, an explanation of the laws governing us and our universe that is currently the only viable candidate for a complete “theory of everything.” If confirmed, they write, it will be the unified theory that Einstein was looking for, and the ultimate triumph of human reason.A succinct, startling, and lavishly illustrated guide to discoveries that are altering our understanding and threatening some of our most cherished belief systems, The Grand Design is a book that will inform—and provoke—like no other.'",https://www.goodreads.com/book/show/8520362-the-grand-design,Science
111,The Divine Comedy,Dante Alighieri,4.04,798,"The Divine Comedy describes Dante's descent into Hell with Virgil as a guide; his ascent of Mount Purgatory and encounter with his dead love, Beatrice; and finally, his arrival in Heaven. Examining questions of faith, desire and enlightenment, the poem is a brilliantly nuanced and moving allegory of human redemption. Dante Alighieri was born in Florence in 1265 and belonged to a noble but impoverished family. His life was divided by political duties and poetry, the most of famous of which was inspired by his meeting with Bice Portinari, whom he called Beatrice,including La Vita Nuova and The Divine Comedy. He died in Ravenna in 1321.",https://www.goodreads.com/book/show/6656.The_Divine_Comedy,must read books
112,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,4.03,498,"""Diamond has written a book of remarkable scope ... one of the most important and readable works on the human past published in recent years.""Winner of the Pulitzer Prize and a national bestseller: the global account of the rise of civilization that is also a stunning refutation of ideas of human development based on race.In this ""artful, informative, and delightful"" (William H. McNeill, New York Review of Books) book, Jared Diamond convincingly argues that geographical and environmental factors shaped the modern world. Societies that had a head start in food production advanced beyond the hunter-gatherer stage, and then developed writing, technology, government, and organized religion—as well as nasty germs and potent weapons of war—and adventured on sea and land to conquer and decimate preliterate cultures. A major advance in our understanding of human societies, Guns, Germs, and Steel chronicles the way that the modern world came to be and stunningly dismantles racially based theories of human history.Winner of the Pulitzer Prize, the Phi Beta Kappa Award in Science, the Rhone-Poulenc Prize, and the Commonwealth Club of California's Gold Medal",https://www.goodreads.com/book/show/1842.Guns_Germs_and_Steel,Science
113,Being and Time,Martin Heidegger,4.03,589,"One of the most important philosophical works of our time, a work that has had tremendous influence on philosophy, literature, and psychology, and has literally changed the intellectual map of the modern world.",https://www.goodreads.com/book/show/92307.Being_and_Time,Philosophy
114,The Maze Runner,James Dashner,4.03,384,"There are alternate cover editions for this ASIN here and here.If you ain’t scared, you ain’t human. When Thomas wakes up in the lift, the only thing he can remember is his name. He’s surrounded by strangers—boys whose memories are also gone. Nice to meet ya, shank. Welcome to the Glade. Outside the towering stone walls that surround the Glade is a limitless, ever-changing maze. It’s the only way out—and no one’s ever made it through alive. Everything is going to change. Then a girl arrives. The first girl ever. And the message she delivers is terrifying. Remember. Survive. Run.",https://www.goodreads.com/book/show/6186357-the-maze-runner,adventure
115,Chaos: Making a New Science,James Gleick,4.02,352,"A work of popular science in the tradition of Stephen Hawking and Carl Sagan, this 20th-anniversary edition of James Gleick’s groundbreaking bestseller Chaos introduces a whole new readership to chaos theory, one of the most significant waves of scientific knowledge in our time. From Edward Lorenz’s discovery of the Butterfly Effect, to Mitchell Feigenbaum’s calculation of a universal constant, to Benoit Mandelbrot’s concept of fractals, which created a new geometry of nature, Gleick’s engaging narrative focuses on the key figures whose genius converged to chart an innovative direction for science. In Chaos, Gleick makes the story of chaos theory not only fascinating but also accessible to beginners, and opens our eyes to a surprising new view of the universe.",https://www.goodreads.com/book/show/64582.Chaos,Science
116,The Structure of Scientific Revolutions,Thomas S. Kuhn,4.02,226,"Thomas S. Kuhn's classic book is now available with a new index. ""A landmark in intellectual history which has attracted attention far beyond its own immediate field. . . . It is written with a combination of depth and clarity that make it an almost unbroken series of aphorisms. . . . Kuhn does not permit truth to be a criterion of scientific theories, he would presumably not claim his own theory to be true. But if causing a revolution is the hallmark of a superior paradigm, [this book] has been a resounding success."" Nicholas Wade, Science ""Perhaps the best explanation of [the] process of discovery."" William Erwin Thompson, New York Times Book Review ""Occasionally there emerges a book which has an influence far beyond its originally intended audience. . . . Thomas Kuhn's The Structure of Scientific Revolutions . . . has clearly emerged as just such a work."" Ron Johnston, Times Higher Education Supplement ""Among the most influential academic books in this century."" Choice One of ""The Hundred Most Influential Books Since the Second World War,"" Times Literary Supplement",https://www.goodreads.com/book/show/61539.The_Structure_of_Scientific_Revolutions,Science
117,Your Inner Fish: a Journey into the 3.5-Billion-Year History of the Human Body,Neil Shubin,4.01,229,"Why do we look the way we do? What does the human hand have in common with the wing of a fly? Are breasts, sweat glands, and scales connected in some way? To better understand the inner workings of our bodies and to trace the origins of many of today's most common diseases, we have to turn to unexpected sources: worms, flies, and even fish.Neil Shubin, a leading paleontologist and professor of anatomy who discovered Tiktaalik-the ""missing link"" that made headlines around the world in April 2006-tells the story of evolution by tracing the organs of the human body back millions of years, long before the first creatures walked the earth. By examining fossils and DNA, Shubin shows us that our hands actually resemble fish fins, our head is organized like that of a long-extinct jawless fish, and major parts of our genome look and function like those of worms and bacteria.Shubin makes us see ourselves and our world in a completely new light. Your Inner Fish is science writing at its finest-enlightening, accessible, and told with irresistible enthusiasm.",https://www.goodreads.com/book/show/1662160.Your_Inner_Fish,Science
118,Fear and Trembling,Søren Kierkegaard,4.0,160,"Soren Kierkegaard was a Danish philosopher, theologian, and religious author interested in human psychology. He is regarded as a leading pioneer of existentialism and one of the greatest philosophers of the 19th Century.In Fear and Trembling, Kierkegaard wanted to understand the anxiety that must have been present in Abraham when God commanded him to offer his son as a human sacrifice. Abraham had a choice to complete the task or to forget it. He resigned himself to the loss of his son, acting according to his faith. In other words, one must be willing to give up all his or her earthly possessions in infinite resignation and must also be willing to give up whatever it is that he or she loves more than God. Abraham had passed the test -- his love for God proved greater than anything else in him. And because a good and just Creator would not want a father to kill his son, God intervened at the last moment to prevent the sacrifice.",https://www.goodreads.com/book/show/24965.Fear_and_Trembling,Philosophy
119,Beyond Good and Evil,Friedrich Nietzsche,4.0,240,"Friedrich Nietzsche's Beyond Good and Evil is translated from the German by R.J. Hollingdale with an introduction by Michael Tanner in Penguin Classics.Beyond Good and Evil confirmed Nietzsche's position as the towering European philosopher of his age. The work dramatically rejects the tradition of Western thought with its notions of truth and God, good and evil. Nietzsche demonstrates that the Christian world is steeped in a false piety and infected with a 'slave morality'. With wit and energy, he turns from this critique to a philosophy that celebrates the present and demands that the individual imposes their own 'will to power' upon the world.This edition includes a commentary on the text by the translator and Michael Tanner's introduction, which explains some of the more abstract passages in Beyond Good and Evil.Frederich Nietzsche (1844-1900) became the chair of classical philology at Basel University at the age of 24 until his bad health forced him to retire in 1879. He divorced himself from society until his final collapse in 1899 when he became insane. A powerfully original thinker, Nietzsche's influence on subsequent writers, such as George Bernard Shaw, D.H. Lawrence, Thomas Mann and Jean-Paul Sartre, was considerable.If you enjoyed Beyond Good and Evil you might like Nietzsche's Thus Spoke Zarathustra, also available in Penguin Classics.""One of the greatest books of a very great thinker."" —Michael Tanner",https://www.goodreads.com/book/show/12321.Beyond_Good_and_Evil,Philosophy
120,Brave New World,Aldous Huxley,3.99,268,"Brave New World is a dystopian novel by English author Aldous Huxley, written in 1931 and published in 1932. Largely set in a futuristic World State, inhabited by genetically modified citizens and an intelligence-based social hierarchy, the novel anticipates huge scientific advancements in reproductive technology, sleep-learning, psychological manipulation and classical conditioning that are combined to make a dystopian society which is challenged by only a single individual: the story's protagonist.",https://www.goodreads.com/book/show/5129.Brave_New_World,must read books
121,Into the Wild,Jon Krakauer,3.99,207,"Librarian's Note: An alternate cover edition can be found hereIn April, 1992, a young man from a well-to-do family hitchhiked to Alaska and walked alone into the wilderness north of Mt. McKinley. His name was Christopher Johnson McCandless. He had given $25,000 in savings to charity, abandoned his car and most of his possessions, burned all the cash in his wallet, and invented a new life for himself. Four months later, a party of moose hunters found his decomposed body. How McCandless came to die is the unforgettable story of Into the Wild.Immediately after graduating from college in 1991, McCandless had roamed through the West and Southwest on a vision quest like those made by his heroes Jack London and John Muir. In the Mojave Desert he abandoned his car, stripped it of its license plates, and burned all of his cash. He would give himself a new name, Alexander Supertramp, and, unencumbered by money and belongings, he would be free to wallow in the raw, unfiltered experiences that nature presented. Craving a blank spot on the map, McCandless simply threw away the maps. Leaving behind his desperate parents and sister, he vanished into the wild.",https://www.goodreads.com/book/show/1845.Into_the_Wild,adventure
122,The Stranger,Albert Camus,3.99,123,"Through the story of an ordinary man unwittingly drawn into a senseless murder on an Algerian beach, Camus explored what he termed ""the nakedness of man faced with the absurd."" First published in English in 1946; now in a new translation by Matthew Ward.",https://www.goodreads.com/book/show/49552.The_Stranger,must read books
123,The Tao of Pooh,Benjamin Hoff,3.99,176,"The Wisdom of Pooh.Is there such thing as a Western Taoist? Benjamin Hoff says there is, and this Taoist's favorite food is honey. Through brilliant and witty dialogue with the beloved Pooh-bear and his companions, the author of this smash bestseller explains with ease and aplomb that rather than being a distant and mysterious concept, Taoism is as near and practical to us as our morning breakfast bowl. Romp through the enchanting world of Winnie-the-Pooh while soaking up invaluable lessons on simplicity and natural living.",https://www.goodreads.com/book/show/48757.The_Tao_of_Pooh,Philosophy
124,The Golden Compass,Philip Pullman,3.99,399,"Lyra is rushing to the cold, far North, where witch clans and armored bears rule. North, where the Gobblers take the children they steal--including her friend Roger. North, where her fearsome uncle Asriel is trying to build a bridge to a parallel world.Can one small girl make a difference in such great and terrible endeavors? This is Lyra: a savage, a schemer, a liar, and as fierce and true a champion as Roger or Asriel could want--but what Lyra doesn't know is that to help one of them will be to betray the other.",https://www.goodreads.com/book/show/119322.The_Golden_Compass,adventure
125,Fahrenheit 451,Ray Bradbury,3.99,194,"Guy Montag is a fireman. In his world, where television rules and literature is on the brink of extinction, firemen start fires rather than put them out. His job is to destroy the most illegal of commodities, the printed book, along with the houses in which they are hidden.Montag never questions the destruction and ruin his actions produce, returning each day to his bland life and wife, Mildred, who spends all day with her television 'family'. But then he meets an eccentric young neighbor, Clarisse, who introduces him to a past where people did not live in fear and to a present where one sees the world through the ideas in books instead of the mindless chatter of television.When Mildred attempts suicide and Clarisse suddenly disappears, Montag begins to question everything he has ever known.",https://www.goodreads.com/book/show/13079982-fahrenheit-451,must read books
126,Existentialism is a Humanism,Jean-Paul Sartre,3.98,108,"It was to correct common misconceptions about his thought that Jean-Paul Sartre, the most dominent European intellectual of the post-World War II decades, accepted an invitation to speak on October 29, 1945, at the Club Maintenant in Paris. The unstated objective of his lecture (“Existentialism Is a Humanism”) was to expound his philosophy as a form of “existentialism,” a term much bandied about at the time. Sartre asserted that existentialism was essentially a doctrine for philosophers, though, ironically, he was about to make it accessible to a general audience. The published text of his lecture quickly became one of the bibles of existentialism and made Sartre an international celebrity.The idea of freedom occupies the center of Sartre’s doctrine. Man, born into an empty, godless universe, is nothing to begin with. He creates his essence—his self, his being—through the choices he freely makes (“existence precedes essence”). Were it not for the contingency of his death, he would never end. Choosing to be this or that is to affirm the value of what we choose. In choosing, therefore, we commit not only ourselves but all of mankind.This book presents a new English translation of Sartre’s 1945 lecture and his analysis of Camus’s The Stranger, along with a discussion of these works by acclaimed Sartre biographer Annie Cohen-Solal. This edition is a translation of the 1996 French edition, which includes Arlette Elkaïm-Sartre’s introduction and a Q&A with Sartre about his lecture.",https://www.goodreads.com/book/show/51985.Existentialism_is_a_Humanism,Philosophy
127,Catch-22,Joseph Heller,3.98,453,"Fifty years after its original publication, Catch-22 remains a cornerstone of American literature and one of the funniest—and most celebrated—books of all time. In recent years it has been named to “best novels” lists by Time, Newsweek, the Modern Library, and the London Observer.Set in Italy during World War II, this is the story of the incomparable, malingering bombardier, Yossarian, a hero who is furious because thousands of people he has never met are trying to kill him. But his real problem is not the enemy—it is his own army, which keeps increasing the number of missions the men must fly to complete their service. Yet if Yossarian makes any attempt to excuse himself from the perilous missions he’s assigned, he’ll be in violation of Catch-22, a hilariously sinister bureaucratic rule: a man is considered insane if he willingly continues to fly dangerous combat missions, but if he makes a formal request to be removed from duty, he is proven sane and therefore ineligible to be relieved.This fiftieth-anniversary edition commemorates Joseph Heller’s masterpiece with a new introduction by Christopher Buckley; a wealth of critical essays and reviews by Norman Mailer, Alfred Kazin, Anthony Burgess, and others; rare papers and photos from Joseph Heller’s personal archive; and much more. Here, at last, is the definitive edition of a classic of world literature.",https://www.goodreads.com/book/show/168668.Catch_22,must read books
128,Lab Girl,Hope Jahren,3.98,290,"Acclaimed scientist Hope Jahren has built three laboratories in which she’s studied trees, flowers, seeds, and soil. Her first book is a revelatory treatise on plant life—but it is also so much more. Lab Girl is a book about work, love, and the mountains that can be moved when those two things come together. It is told through Jahren’s stories: about her childhood in rural Minnesota with an uncompromising mother and a father who encouraged hours of play in his classroom’s labs; about how she found a sanctuary in science, and learned to perform lab work done “with both the heart and the hands”; and about the inevitable disappointments, but also the triumphs and exhilarating discoveries, of scientific work.Yet at the core of this book is the story of a relationship Jahren forged with a brilliant, wounded man named Bill, who becomes her lab partner and best friend. Their sometimes rogue adventures in science take them from the Midwest across the United States and back again, over the Atlantic to the ever-light skies of the North Pole and to tropical Hawaii, where she and her lab currently make their home.",https://www.goodreads.com/book/show/25733983-lab-girl,Science
